InvSubGroupID,InvGroupID,InvSubGroupName,Remark,DailyReportOrder,Created
40690,10003,ABS SENSOR O/F,,,
40691,10012,INTERCOOLER O/F,,,
40692,10017,CKP SENSOR,,,
40693,10013,HORN O/F,,,
40694,10026,CNG TANK O/F,,,
40695,10011,EPS MOTOR,,,
40696,10021,GEAR OIL COOLER,,,
40697,10013,ECM REPAIR,,,
40698,10006,ROOF RAIL,,,
40699,10020,IGNITION LOCK SET,,,
40700,10029,NAMDA KIT,,,
40701,2,CABIN FILTER BRACKET,,,
40702,10003,BRAKE PAD O/F,,,
40703,10003,BRAKE DISC O/F,,,
40704,10003,BRAKE LINER O/F,,,
40705,10004,SHOCKER O/F,,,
40706,10004,STRUT O/F,,,
40707,10004,SUSP. ARM O/F,,,
40708,10004,STABILIZER LINK O/F,,,
40709,10004,B.R. BUSH O/F,,,
40710,10021,AXLE O/F,,,
40711,10004,STRUT MOUNT O/F,,,
40712,10019,WHEEL RIM RESTORATION,,,
40713,10011,KNUCKLE O/F,,,
40714,10011,TIE ROD END O/F,,,
40715,10011,STEERING COLUMN O/F,,,
40716,10012,RADIATOR FAN O/F,,,
40717,10012,ELBOW O/F,,,
40718,10012,WATER PUMP O/F,,,
40719,10019,HYBRID CERAMIC POLISH,,,
40720,10003,BRAKE BOOSTER O/F,,,
40721,10003,WHEEL CYLINDER O/F,,,
40722,10003,HAND BRAKE LINER O/F,,,
40723,10003,ABS UNIT O/F,,,
40724,10031,ABS CODING,,,
40725,10004,SUSP COMPRESSOR O/F,,,
40726,10004,PNEUMATIC VALVE O/F,,,
40727,10004,BALANCE ROD O/F,,,
40728,10004,COIL SPRING O/F,,,
40729,10004,SHOCKER BALLOON O/F,,,
40730,10021,GEAR BOX O/F,,,
40731,10021,GEAR BOX OVERHAUL,,,
40732,10021,GEAR OIL COOLER O/F,,,
40733,10021,GEAR LEVER O/F,,,
40734,10021,GEAR SHIFTING CABLE O/F,,,
40735,10021,PROPELLER SHAFT O/F,,,
40736,10021,DIFFERENTIAL O/F,,,
40737,10017,TURBO CHARGER O/F,,,
40738,10017,TURBO PIPE O/F,,,
40739,10017,TURBO PIPE REPAIR,,,
40740,10017,TAPPET COVER O/F,,,
40741,10017,OIL PRESSURE SWITCH O/F,,,
40742,10017,OIL CHAMBER O/F,,,
40743,10017,EGR COOLER O/F,,,
40744,10017,ENGINE OIL COOLER O/F,,,
40745,10012,INTERCOOLER HOSE O/F,,,
40746,1,AC GAS REFILL,,,
40747,1,AC BLOWER MOTOR O/F,,,
40748,1,AC BLOWER MOTOR SERVICE,,,
40749,1,HEATER COIL O/F,,,
40750,10012,THERMOSTATE O/F,,,
40751,1,HEATER HOSE O/F,,,
40752,10016,NECK REST,,,
40753,10017,AIR MASS SENSOR O/F,,,
40754,10017,SILENCER O/F,,,
40755,10017,EGR VALVE SERVICE,,,
40756,10017,AIR CLEANER HOSE O/F,,,
40757,10017,CRANKSHAFT PULLEY O/F,,,
40758,10017,CAMSHAFT PULLEY O/F,,,
40759,3,CLUTCH CABLE O/F,,,
40760,3,CLUTCH CYLINDER O/F,,,
40761,3,FLY WHEEL O/F,,,
40762,10013,SPIRAL CABLE O/F,,,
40763,10013,BULB O/F,,,
40764,10013,COMBINATION SWITCH O/F,,,
40765,10013,PARKING SENSOR O/F,,,
40766,10013,ALTERNATOR O/F,,,
40767,10013,ALTERNATOR O/H,,,
40768,2,FILTER SERVICE,,,
40769,2,K&N FILTER SERVICE,,,
40770,10020,IGNITION PLUG O/F,,,
40771,10020,IGNITION COIL O/F,,,
40772,10017,FAN BELT O/F,,,
40773,10017,BELT TENSIONER O/F,,,
40774,10017,IDLER BEARING O/F,,,
40775,10011,STEERING PUMP O/F,,,
40776,10010,WIPER MOTOR O/F,,,
40777,10010,W/S WASHER MOTOR O/F,,,
40778,10010,W/S WASHER TANK O/F,,,
40779,2,FILTER HOUSING O/F,,,
40780,10013,CENTRE LOCK MOTOR O/F,,,
40781,10013,IGNITION LOCK SET O/F,,,
40782,10006,TAILGATE LATCH O/F,,,
40783,10013,TAILGATE SWITCH O/F,,,
40784,10003,WHEEL STUD/NUT O/F,,,
40785,10006,DOOR GLASS RUN O/F,,,
40786,10012,RADIATOR SERVICE,,,
40787,10004,STRUT KIT O/F,,,
40788,10004,STRUT BEARING O/F,,,
40789,10004,SUSP BALL JOINT O/F,,,
40790,10017,CRANKSHAFT OIL SEAL O/F,,,
40791,10017,CAMSHAFT OIL SEAL O/F,,,
40792,10011,STRG BALL JOINT O/F,,,
40793,10003,WHEEL DRUM O/F,,,
40794,10016,GEAR KNOB COVER,,,
40795,10016,STEERING WHEEL COVER,,,
40796,10011,STEERING BUSHIG KIT,,,
40797,1,AIR MIX MOTOR,,,
40798,10016,LETS TRACK,,,
40799,10006,SOUND ABSORBER,,,
40800,10017,OIL FILTER BODY,,,
40801,1,CONDENSER BRACKET,,,
40802,10004,LOWER ARM BRACKET,,,
40803,10006,BUMPER BUFFER,,,
40804,10016,SPEAKER CABLE,,,
40805,10003,BRAKE OIL TANK,,,
40806,10010,GLASS CLEANING,,,
40807,10026,INJECTOR SWITCH,,,
40808,1,AC WIRING,,,
40809,10013,ANTENA MODULE,,,
40810,10016,WRAPPING FILM,,,
40811,10022,ENGINE ROOM PAINT,,,
40812,10006,CROSS MEMBER O/F,,,
40813,10006,PARKING SENSOR BRACKET,,,
40814,10022,EMBLEM PAINT,,,
40815,10011,STEERING BOOT,,,
40816,10006,FENDER COVER,,,
40817,10006,WATER DEFLECTOR,,,
40818,1,AC CONDENSER SHROUD,,,
40819,10012,RADIATOR SHROUD,,,
40820,10017,EXHAUST PIPE,,,
40821,10013,TPMS SENSOR,,,
40822,10024,RECYCLING COST,,,
40823,10013,CONTROL UNIT,,,
40824,10016,TURNPLUS MANUAL,,,
40825,10009,ANNUAL PACKAGE,,,
40826,10009,SINGLE PACKAGE,,,
40827,10009,COMBO SERVICE,,,
40828,10016,RAT REPELLENT SPRAY,,,
40829,10016,CLEANING BRUSH,,,
40830,10017,ENGINE EXPANSION PLUG,,,
40831,10026,DIESEL EXHAUST FLUID,,,
40832,10031,CODING,,,
40833,10026,CNG TANK,,,
40834,10013,ROOF LIGHT,,,
40835,10013,DOOR LIGHT,,,
40836,10013,SPOILER LIGHT,,,
40837,10006,SEAT REPAIR,,,
40838,10033,JUMPER START,,,
40839,10027,DROP SERVICE,,,
40840,10016,MEMORY CARD,,,
40841,10013,SPEEDO METER,,,
40842,10030,COTTON VEST,,,2025-05-13 13:13:36.030000
40843,10030,DISC CUTTING TIPS,,,2025-05-13 13:14:29.957000
40844,10030,HAND GLOVE,,,2025-05-13 13:23:23.757000
40845,10030,LIFT MACHINE OIL,,,2025-05-13 15:43:59.923000
40846,10030,TAFLON TAPE,,,2025-05-13 15:49:43.343000
40847,10030,THREAD LOCK TUBE,,,2025-05-13 15:50:48.687000
40848,10030,TPMS DEVICE,,,2025-05-13 16:31:03.620000
40849,10004,SUSPENSION CONTROL MODULE,,,2025-05-16 08:45:35.173000
40850,10008,SPONGE,,,2025-05-16 09:01:33.437000
40851,10008,ANTI BACTERIAL SOLUTION,,,2025-05-16 09:03:10.530000
40852,10008,DETAILING BRUSH,,,2025-05-16 09:07:35.290000
40853,10008,CAR FRESHUP,,,2025-05-16 09:12:24.200000
40854,10008,BODY POLISHING COMPOUND,,,2025-05-16 09:12:53.697000
40855,10008,GLASS CARE,,,2025-05-16 09:20:16.153000
40856,10008,CAR CLEANING CLOTH,,,2025-05-16 09:22:22.547000
40857,10008,PLASTIC CARE,,,2025-05-16 09:26:11.623000
40858,10008,CERAMIC KIT,,,2025-05-16 09:26:59.980000
40859,10008,POLYMER KIT,,,2025-05-16 09:29:13.010000
40860,10008,WHEEL RIM CLEANER,,,2025-05-16 09:31:14.660000
40861,10008,CAR CLEANING LIQUID,,,2025-05-16 09:39:52.137000
40862,10008,GLASS POLISHING COMPOUND,,,2025-05-16 09:56:08.520000
40863,10008,HEAD LIGHT POLISH,,,2025-05-16 09:57:10.060000
40864,10034,POLISHING PAD,,,2025-05-16 10:03:37.237000
40865,10008,TYRE POLISH GEL,,,2025-05-16 10:06:39.290000
40866,10008,MULTISTAR,,,2025-05-16 10:26:15.323000
40867,10008,CAR CARE SHAMPOO,,,2025-05-16 10:28:48.340000
40868,10008,TAR & GLUE REMOVER,,,2025-05-16 10:30:17.833000
40869,10008,RUBBER CARE,,,2025-05-16 11:38:37.437000
40870,10008,LEATHER CARE,,,2025-05-16 11:41:40.873000
40871,10008,SPRAY PUMP,,,2025-05-16 11:47:53.137000
40872,10008,CERAMIC SPRAY,,,2025-05-16 11:55:55.980000
40873,10008,FLEXI BLADE,,,2025-05-16 11:57:49.643000
40874,1,COMPRESSOR PULLEY,,,2025-06-23 08:41:58.423000
40875,10006,DOOR KNOB,,,2025-06-23 08:51:07.437000
40876,10003,CALIPER GREASE,,,2025-06-23 08:55:42.940000
40877,10003,CALIPER PIN,,,2025-06-23 08:58:35.663000
40878,10003,WHEEL BEARING CONE,,,2025-06-23 08:59:44.670000
40879,10013,SWIRL MOTOR,,,2025-06-23 09:29:00.523000
40880,10013,WIRING TAPE,,,2025-06-23 09:47:08.950000
40881,10017,OIL CAMBER BOLT,,,2025-06-23 10:12:25.760000
40882,10017,OIL PUMP PKG,,,2025-06-23 14:02:11.433000
40883,10017,DEFLECTION PULLEY,,,2025-06-23 14:16:37.747000
40884,10017,IDLER PULLEY,,,2025-06-23 14:19:21.580000
40885,10017,CAM SHAFT SENSOR,,,2025-06-23 14:27:28.923000
40886,10017,CRANK SHAFT SENSOR,,,2025-06-23 14:29:17.583000
40887,10012,COOLANT FLANGE,,,2025-06-23 14:39:36.083000
40888,10017,TENSIONER BEARING,,,2025-06-23 15:38:10.613000
40889,10021,U.J. CROSS BEARING,,,2025-06-23 15:49:47.827000
40890,10017,OIL COOLER O-RING,,,2025-06-23 17:58:43.910000
40891,10014,HYDROLIC OIL,,,2025-06-23 18:32:28.680000
40892,10012,THERMOSTATE ELBOW,,,2025-06-24 09:02:43.220000
40893,10012,THERMOSTATE HOUSING,,,2025-06-24 09:03:10.427000
40894,10007,VALVE CAP,,,2025-07-09 09:03:28.547000
40895,10019,PPF REMOVE,,,2025-07-09 10:26:43.573000
40896,10016,LED LIGHT FITTING,,,2025-07-09 12:21:46.080000
40897,10016,CIGRATER LIGHTER,,,2025-07-09 12:24:35.413000
40898,10028,DAMPING SHEET O/F,,,2025-07-09 12:26:41.740000
40899,10016,ANDROID FRAME,,,2025-07-09 13:05:24.197000
40900,10016,SPEAKER RING,,,2025-07-09 13:13:48.787000
40901,10016,TV STAND,,,2025-07-09 13:15:11.877000
40902,10016,PROJECTOR,,,2025-07-09 13:20:47.340000
40903,10016,TYRE CLEANER,,,2025-07-09 15:00:10.637000
40904,10016,LEATHER CLEANER,,,2025-07-09 15:11:48.260000
40905,10016,SHAMPOO,,,2025-07-09 15:14:47.533000
40906,10016,DETAILING COMPOUND,,,2025-07-09 15:18:00.323000
40907,10015,MOS2OIL,,,2025-07-09 15:33:10.523000
40908,10016,CAR BREEZE,,,2025-07-09 15:52:45.697000
40909,10016,PLASTIC CLEANER,,,2025-07-09 16:11:55.303000
40910,10016,PILLOW,,,2025-07-09 17:02:50.863000
40911,1,AC GRILLE FITTING,,,2025-07-09 17:39:49.817000
40912,10016,PPF CUTTING,,,2025-07-09 17:56:46.873000
40913,10016,MATTING CUSTOMIZATION,,,2025-07-09 18:19:30.163000
40914,10013,REVERSE LIGHT,,,2025-07-11 15:57:44.947000
40915,10016,CUSTOMIZED GRILL,,,2025-07-28 11:16:23.153000
40916,10016,LED BULB,,,2025-08-02 17:54:13.493000
40917,10016,SEAT BELT PAD,,,2025-08-04 16:37:48.543000
40918,10016,FOOT REST FITTING,,,2025-08-04 17:21:06.097000
40919,10016,CARPET,,,2025-08-04 18:44:08.383000
40920,10016,PORTABLE CAR WASHER,,,2025-08-04 18:51:38.613000
40921,10016,SEAT TRAY,,,2025-08-04 18:52:37.753000
40922,10016,DOOR STEP,,,2025-08-04 18:54:05.523000
40923,10016,SEAT,,,2025-08-04 18:57:28.540000
40924,10016,HEAD REST FITTING,,,2025-08-04 19:01:35.457000
40925,10016,SEAT CUSTOMIZATION,,,2025-08-04 19:02:45.257000
40926,10016,SEAT TRAY FITTING,,,2025-08-04 19:04:28.163000
40927,10016,SEAT POCKET FITTING,,,2025-08-04 19:05:09.610000
40928,10034,SAW BLADE,,,2025-08-08 11:41:28.940000
40929,10034,PIN PULLER,,,2025-08-08 15:13:07.817000
40930,10034,SPRAY GUN,,,2025-08-08 15:23:06.837000
40931,10034,SPRAY BOTTLE,,,2025-08-08 15:44:42.270000
40932,10034,SANDING BLOCK,,,2025-08-08 15:51:40.210000
40933,10034,WELDING PIPE,,,2025-08-08 15:52:50.690000
40934,10034,DENT WASHER,,,2025-08-08 15:54:11.323000
40935,10030,FLOOR FILTER,,,2025-08-08 15:55:34.367000
40936,10034,FILE BELT,,,2025-08-08 18:20:15.950000
40937,10010,WIPER CAP,,,2025-08-08 18:40:59.173000
40938,10016,PARAMAT CLIP,,,2025-08-08 19:09:53.743000
40939,10003,BRAKE ACTUATOR,,,2025-08-12 13:32:39.957000
40940,10017,AIR FILTER BODY,,,2025-08-12 14:24:06.717000
40941,10017,FILTER RUBBER,,,2025-08-12 14:43:10.580000
40942,10003,ABS MODULE,,,2025-08-12 18:11:03.177000
40943,10003,ABS PUMP,,,2025-08-12 18:13:36.747000
40944,10003,CALIPER BUSH,,,2025-08-12 18:17:43.763000
40945,10003,CALIPER PLUG,,,2025-08-12 18:19:56.147000
40946,10003,WHEEL DRUM,,,2025-08-12 18:21:46.437000
40947,10016,CAMERA WIRE,,,2025-09-04 13:28:12.930000
40948,10016,CRAFT SOCKET,,,2025-09-04 13:31:10.037000
40949,10016,CRAFT EXTENSION,,,2025-09-04 13:31:42.427000
40950,10016,CRAFT HANDLE,,,2025-09-04 13:32:05.857000
40951,10016,INTERIOR CLEANER,,,2025-09-04 13:38:22.643000
40952,10013,KEY FITTING,,,2025-09-04 16:30:25.687000
40953,10021,DIFFERENTIAL,,,2025-09-09 08:18:37.287000
40954,10021,TORQUE CONVERTER,,,2025-09-09 08:24:40.150000
40955,10021,GEAR BOX OIL PRESSURE LINE,,,2025-09-09 08:27:40.570000
40956,10030,EAR PLUG,,,2025-09-09 08:32:11.373000
40957,10030,FACE MASK,,,2025-09-09 08:33:42.220000
40958,10021,SHAFT SEAL,,,2025-09-09 08:43:00.660000
40959,10016,AMPLIFIER,,,2025-09-09 08:51:08.297000
40960,10008,CHROME POLISH,,,2025-09-09 09:03:48.347000
40961,10016,RECOVERY SHACKLE,,,2025-10-03 08:31:43.750000
40962,10016,ANDROID HARNESS,,,2025-10-03 08:33:21.970000
40963,10016,CAMERA SOLUTION,,,2025-10-03 08:35:32.060000
40964,10016,TAR REMOVER,,,2025-10-03 08:44:56.450000
40965,10016,SEAT CUSHION,,,2025-10-03 08:53:32.820000
40966,10016,WOOFER,,,2025-10-03 17:55:36.057000
40967,10016,BODY CUSTOMISATION,,,2025-10-03 18:13:05.643000
40968,10006,SIDE STEP,,,2025-10-06 17:28:40.733000
40969,10016,FOG LIGHT COVER,,,2025-10-07 17:47:40.603000
40970,10030,HAND PAD,,,2025-10-07 17:51:59.900000
40971,10030,TACK CLOTH,,,2025-10-07 17:56:05.403000
40972,10016,WIRELESS ADAPTER,,,2025-11-04 14:21:33.237000
40973,10016,WINDOW FRAME,,,2025-11-06 13:29:09.690000
40974,10016,TRIM PROTECTANT,,,2025-11-12 15:17:39.990000
40975,10016,CERAMIC SPRAY COATING,,,2025-11-12 15:20:33.753000
40976,10016,PROJECTOR BEZEL,,,2025-11-12 15:24:12.463000
40977,10016,TPMS,,,2025-11-17 10:10:44.643000
40978,10016,ADDON KIT,,,2025-11-19 10:50:50.033000
40979,10016,SIDE MOULDING,,,2025-11-19 10:55:00.973000
40980,10016,SIDE STEP BRACKET,,,2025-11-19 10:58:07.220000
40981,10016,COMPACT CHROME,,,2025-11-19 10:59:16.917000
40982,10016,SIDE STEP FRAME,,,2025-11-19 11:07:52.647000
40983,10016,ILLUMINTED SCUFF PLATE,,,2025-11-19 11:09:35.970000
40984,10016,SCRATCH OUT,,,2025-11-19 11:18:03.923000
40985,10016,MULTI PURPOSE HOOK,,,2025-11-19 11:19:48.423000
40986,10016,WHEEL SPACERS,,,2025-11-19 11:21:40.110000
40987,10016,WOODEN TRIM FILM O/F,,,2025-11-19 11:27:08.487000
40988,10016,JUMPER CABLE,,,2025-12-08 15:27:41.707000
40989,10016,BUMPER PROTECTOR BRACKET,,,2025-12-08 15:35:28.670000
40990,10016,DOOR PADS,,,2025-12-08 15:46:31.987000
40991,10013,FOG LIGHT SWITCH,,,2026-01-06 16:43:20.153000
40992,10013,FOG LIGHT WIRE,,,2026-01-06 17:04:39.447000
40993,10006,O/F CHARGE,,,2026-01-06 17:36:16.513000
40994,10016,WIRING KIT,,,2026-01-10 09:19:09.297000
40995,10026,FUEL TANK PROTECTOR,,,2026-01-10 13:06:35.147000
40996,10016,LED LOCK BRACKET,,,2026-01-10 13:19:54.630000
40997,10016,DEF GUARD,,,2026-01-10 13:32:10.947000
40998,10016,HOOD LINER,,,2026-01-10 13:40:30.050000
40999,10016,AMPLIFIER CABLE,,,2026-01-10 13:50:36.393000
41000,10016,HIGH-LOW CONVERTER,,,2026-01-10 13:56:08.493000
41001,10028,ARM REST FITTING,,,2026-01-10 14:32:55.957000
41002,10016,BUMPER TRIM,,,2026-01-12 13:30:15.213000
41003,10016,LADDER,,,2026-01-12 14:15:29.483000
41004,10007,ALLOY RING,,,2026-02-23 10:33:26.593000
41005,10019,SILENCER COATING,,,2026-03-28 16:08:38.597000
41006,10016,SEAT COVER FABRIC,,,2026-04-06 13:24:35.893000
41007,3,CLUTCH PIPE,,,2026-04-09 08:22:58.763000
41008,10016,ALGC TAPE,,,2026-05-11 17:37:57.790000
