LabourName,HSNACSNo,OutSideLabour,Rate,Remarks,Service,Vat,AVat,InvGroupName,InvSubGroupName,LabourDesc,TotalAmount,LabourName1,MainDepartmentName
AC COMPRESSOR O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC COMPRESSOR,SEG-SUV,0,AC COMPRESSOR O/F - SEG-SUV,Mechanical
AC COMPRESSOR O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC COMPRESSOR,SEG-P1,0,AC COMPRESSOR O/F - SEG-P1,Mechanical
AC COMPRESSOR O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC COMPRESSOR,SEG-P2,0,AC COMPRESSOR O/F - SEG-P2,Mechanical
AC COMPRESSOR O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC COMPRESSOR,SEG-P3,0,AC COMPRESSOR O/F - SEG-P3,Mechanical
AC COMPRESSOR PULLEY O/F,998729,0,364.41,,9,9,0,AIR CONDITIONER,COMPRESSOR BEARING,SEG-SUV,430,AC COMPRESSOR PULLEY O/F - SEG-SUV,Mechanical
AC COMPRESSOR REPAIR,998729,0,1220.34,,9,9,0,AIR CONDITIONER,AC COMPRESSOR,SEG-P1,1440,AC COMPRESSOR REPAIR - SEG-P1,Mechanical
AC COMPRESSOR VALVE O/F,998729,0,974.58,,9,9,0,AIR CONDITIONER,AC COMPRESSOR VALVE,SEG-B,1150,AC COMPRESSOR VALVE O/F - SEG-B,Mechanical
AC CONDENSER FAN O/F,998729,0,796.61,,9,9,0,AIR CONDITIONER,AC CONDENSER FAN,SEG-D,940,AC CONDENSER FAN O/F - SEG-D,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-A,0,AC CONDENSER O/F - SEG-A,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-B,0,AC CONDENSER O/F - SEG-B,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-C,0,AC CONDENSER O/F - SEG-C,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-D,0,AC CONDENSER O/F - SEG-D,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-SUV,0,AC CONDENSER O/F - SEG-SUV,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-P1,0,AC CONDENSER O/F - SEG-P1,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-P2,0,AC CONDENSER O/F - SEG-P2,Mechanical
AC CONDENSER O/F,998729,0,0,,9,9,0,AIR CONDITIONER,AC CONDENSER,SEG-P3,0,AC CONDENSER O/F - SEG-P3,Mechanical
AC CONDENSER REPAIR,998729,0,1152.54,,9,9,0,AIR CONDITIONER,AC CONDENSER,COMMON,1360,AC CONDENSER REPAIR - COMMON,Mechanical
AC CONTROL PANEL O/F,998729,0,1000,,9,9,0,AIR CONDITIONER,AC SWITCH,,1180,AC CONTROL PANEL O/F - ,Mechanical
AC CONTROL PANEL REPAIR,998729,1,13500,,9,9,0,AIR CONDITIONER,AC SWITCH,,15930,AC CONTROL PANEL REPAIR - ,Mechanical
AC COOLING COIL O/F,998729,0,2872.88,,9,9,0,AIR CONDITIONER,AC COOLING COIL,SEG-B,3390,AC COOLING COIL O/F - SEG-B,Mechanical
AC COOLING COIL O/F RR,998729,0,7194.92,,9,9,0,AIR CONDITIONER,AC COOLING COIL,SEG-P3,8490,AC COOLING COIL O/F RR - SEG-P3,Mechanical
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-A,1020,AC DISINFECTANT TREATMENT - SEG-A,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-B,1020,AC DISINFECTANT TREATMENT - SEG-B,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-C,1020,AC DISINFECTANT TREATMENT - SEG-C,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-D,1020,AC DISINFECTANT TREATMENT - SEG-D,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-SUV,1020,AC DISINFECTANT TREATMENT - SEG-SUV,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-P1,1020,AC DISINFECTANT TREATMENT - SEG-P1,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-P2,1020,AC DISINFECTANT TREATMENT - SEG-P2,Value Addition
AC DISINFECTANT TREATMENT,998729,0,864.41,,9,9,0,CAR CARE,AC TREATMENT,SEG-P3,1020,AC DISINFECTANT TREATMENT - SEG-P3,Value Addition
AC DRAIN LINE CLEAN,998729,0,423.73,,9,9,0,AIR CONDITIONER,DRAINAGE LINE SERVICE,SEG-SUV,500,AC DRAIN LINE CLEAN - SEG-SUV,Mechanical
AC DRAINAGE HOSE O/F,998729,0,100,,9,9,0,AIR CONDITIONER,AC PIPE,,118,AC DRAINAGE HOSE O/F - ,Mechanical
AC FLAP MOTOR O/F,998729,0,288.14,,9,9,0,AIR CONDITIONER,AC ACTUATOR,,340,AC FLAP MOTOR O/F - ,Mechanical
AC GAS CHARGING,998729,0,728.81,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-A,860,AC GAS CHARGING - SEG-A,Mechanical
AC GAS CHARGING,998729,0,728.81,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-B,860,AC GAS CHARGING - SEG-B,Mechanical
AC GAS CHARGING,998729,0,728.81,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-C,860,AC GAS CHARGING - SEG-C,Mechanical
AC GAS CHARGING,998729,0,1101.7,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-D,1300,AC GAS CHARGING - SEG-D,Mechanical
AC GAS CHARGING,998729,0,1466.1,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-P1,1730,AC GAS CHARGING - SEG-P1,Mechanical
AC GAS CHARGING,998729,0,1830.51,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-P2,2160,AC GAS CHARGING - SEG-P2,Mechanical
AC GAS CHARGING,998729,0,1830.51,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-P3,2160,AC GAS CHARGING - SEG-P3,Mechanical
AC GAS CHARGING,998729,0,1220.34,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-F,1440,AC GAS CHARGING - SEG-F,Mechanical
AC GAS CHARGING,998729,0,1101.7,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-E,1300,AC GAS CHARGING - SEG-E,Mechanical
AC GAS CHARGING,998729,0,2440.68,GAS/OIL EXTRA,9,9,0,AIR CONDITIONER,AC GAS REFILL,SEG-P4,2880,AC GAS CHARGING - SEG-P4,Mechanical
